file,brick,trial,channel,uL_mg_hr,temp_C,vessel,date,environment
/Users/oakley/Documents/GitHub/signal_respirometry/data/original_respirometry_Panama2025/Ostracods-trial5-box3-14Nov.csv,box3,trial5,Ch2,1.80295423616982,26.568,small,14Nov2025,dark
/Users/oakley/Documents/GitHub/signal_respirometry/data/original_respirometry_Panama2025/Ostracods-trial5-box3-14Nov.csv,box3,trial5,Ch3,1.28574171481797,26.568,small,14Nov2025,dark
/Users/oakley/Documents/GitHub/signal_respirometry/data/original_respirometry_Panama2025/Ostracods-trial5-box3-14Nov.csv,box3,trial5,Ch4,0.715764400989664,26.568,small,14Nov2025,dark
/Users/oakley/Documents/GitHub/signal_respirometry/data/original_respirometry_Panama2025/Ostracods-trial5-light-box3-15Nov.csv,box3,trial5.5,Ch2,-1.20577307772096,26.159,small,15Nov2025,light
/Users/oakley/Documents/GitHub/signal_respirometry/data/original_respirometry_Panama2025/Ostracods-trial5-light-box3-15Nov.csv,box3,trial5.5,Ch3,-0.735587753050822,26.159,small,15Nov2025,light
/Users/oakley/Documents/GitHub/signal_respirometry/data/original_respirometry_Panama2025/Ostracods-trial5-light-box3-15Nov.csv,box3,trial5.5,Ch4,-2.46625705513245,26.159,small,15Nov2025,light
/Users/oakley/Documents/GitHub/signal_respirometry/data/original_respirometry_Panama2025/Ostracods-trial6-light-box3-16Nov.csv,box3,trial6,Ch2,0.155146364715597,25.433,small,16Nov2025,light
/Users/oakley/Documents/GitHub/signal_respirometry/data/original_respirometry_Panama2025/Ostracods-trial6-light-box3-16Nov.csv,box3,trial6,Ch3,0.340409069179142,25.433,small,16Nov2025,light
/Users/oakley/Documents/GitHub/signal_respirometry/data/original_respirometry_Panama2025/Ostracods-trial6-light-box3-16Nov.csv,box3,trial6,Ch4,-0.606956319022751,25.433,small,16Nov2025,light
/Users/oakley/Documents/GitHub/signal_respirometry/data/original_respirometry_Panama2025/Ostracods-trial6-dark-box3-16Nov.csv,box3,trial6.5,Ch2,0.0167753648537621,25.716,small,16Nov2025,dark
/Users/oakley/Documents/GitHub/signal_respirometry/data/original_respirometry_Panama2025/Ostracods-trial6-dark-box3-16Nov.csv,box3,trial6.5,Ch3,-2.27173962168704,25.716,small,16Nov2025,dark
/Users/oakley/Documents/GitHub/signal_respirometry/data/original_respirometry_Panama2025/Ostracods-trial6-dark-box3-16Nov.csv,box3,trial6.5,Ch4,-2.27173962168704,25.716,small,16Nov2025,dark
/Users/oakley/Documents/GitHub/signal_respirometry/data/original_respirometry_Panama2025/Ostracods-trial7-light-box3-17Nov.csv,box3,trial7,Ch2,0.143967854277277,25.873,small,17Nov2025,light
/Users/oakley/Documents/GitHub/signal_respirometry/data/original_respirometry_Panama2025/Ostracods-trial7-light-box3-17Nov.csv,box3,trial7,Ch3,0.358965011603193,25.873,small,17Nov2025,light
/Users/oakley/Documents/GitHub/signal_respirometry/data/original_respirometry_Panama2025/Ostracods-trial7-light-box3-17Nov.csv,box3,trial7,Ch4,-1.37699293768895,25.873,small,17Nov2025,light
/Users/oakley/Documents/GitHub/signal_respirometry/data/original_respirometry_Panama2025/Ostracods-trial7-dark-box3-17Nov.csv,box3,trial7.5,Ch2,-0.243931158774252,26.417,small,17Nov2025,dark
/Users/oakley/Documents/GitHub/signal_respirometry/data/original_respirometry_Panama2025/Ostracods-trial7-dark-box3-17Nov.csv,box3,trial7.5,Ch3,-0.213222740105952,26.417,small,17Nov2025,dark
/Users/oakley/Documents/GitHub/signal_respirometry/data/original_respirometry_Panama2025/Ostracods-trial7-dark-box3-17Nov.csv,box3,trial7.5,Ch4,-1.74663269135322,26.417,small,17Nov2025,dark
